Marine Scotland Site ID,Date Registered,Site Name,National Grid Reference,Local Authority,Producing in Last 3 Years,Site Address 1,Site Address 2,Site Address 3,Site Post Code,Site Contact Number,Aquaculture Type,Water Type,Health Surveillance,Easting,Northing,MS Management Area,Region,Operator,Species
FS1259,10-Feb-12,Stulaigh,NF825241,Western Isles,Yes,Lochboisdale,Gasay Island,,HS8 5TH,,Fish,Seawater,Medium,82500,824100,7b - South Uist,Western Isles,Mowi Scotland Ltd,"Lumpsucker, N/A, Wrasse, Atlantic Salmon"
FS0205,09-Oct-94,Sunart,NM785602,Highland,No,N/A,,,,,Fish,Seawater,,178500,760200,,Highland,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
FS1358,15-May-23,Sundial Cottage,NO134319,Perth and Kinross,New,Sundial Cottage,School Road,Guildtown,PH2 6BX,07510 810514,Fish,Freshwater,Low,313400,731900,Not in a management area,Tayside,Chubby Eel,"N/A, European Eel"
SS0500,30-Apr-93,Suthra Voe,HU294604,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,429400,1160400,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,"N/A, Common mussel"
SS0587,18-Feb-00,Suthravoe,HU293601,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,429300,1160100,4a - South St Magnus Bay,Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
SS0946,03-Feb-21,Swarta Skerry,HP648082,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,464800,1208200,1a - E Unst,Shetland,Unst Shellfish,"N/A, Common mussel"
FS1335,15-Nov-19,"Swarta Skerry, Dury Voe",HU473623,Shetland,Yes,Swarta Skerry,"Dury Voe, Laxo",,ZE2 9QD,,Fish,Seawater,Medium,447300,1162300,"2a - Vidlin Voe, Dury Voe, W Whalsay",Shetland,Scottish Sea Farms Ltd,"Wrasse, N/A, Lumpsucker, Atlantic Salmon"
FS0702,27-Jun-97,Swining Voe 1,HU462680,Shetland,No,N/A,,,,,Fish,Seawater,,446200,1168000,,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0377,09-Nov-87,Swining Voe 2,HU462689,Shetland,No,N/A,,,,,Fish,Seawater,High,446200,1168900,,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0903,17-Jul-97,Swining Voe 3,HU463698,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Medium,446300,1169800,2c - NE Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Wrasse, N/A, Atlantic Salmon, Lumpsucker"
SS0924,11-Mar-19,Swinister Voe,HU454727,Shetland,No,Scatsta Farm,Brae,,ZE2 9QP,,Shellfish,Seawater,Low,445400,1172700,2c - NE Shetland mainland,Shetland,Hunter Salmon (Shellfish),"N/A, Common mussel"
FS1297,11-May-15,Tabhaigh,NB416231,Western Isles,Yes,Keose Pier,Keose,,HS2 9JT,,Fish,Seawater,Medium,141600,923100,5a - E Lewis,Western Isles,Mowi Scotland Ltd,"Lumpsucker, Wrasse, N/A, Atlantic Salmon"
FS1025,11-Oct-01,Taing of Kelswick,HU507695,Shetland,No,N/A,,,,,Fish,Seawater,,450700,1169500,,Shetland,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon"
FS0501,14-Apr-89,Taing of Railsbrough Catfirth,HU453515,Shetland,No,Wadbister,Girlsta,,ZE2 9SQ,,Fish,Seawater,Medium,445300,1151500,2b - SE Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A"
FS0549,14-Oct-90,Tanera,NB995075,Highland,Yes,Summer Isles,By Ullapool,Wester Ross,IV26 2YN,,Fish,Seawater,Medium,199500,907500,10b - Loch Broom,Highland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
FS0752,07-Oct-92,Taranaish,NB181371,Western Isles,Yes,Breasclete Pier,Breasclete,,HS2 9ED,,Fish,Seawater,Medium,118100,937100,6a - Loch Roag,Western Isles,Bakkafrost Scotland,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
FS0767,01-Feb-92,Tarbert South,NR903653,Argyll and Bute,Yes,Stronachullin,Tarbert Road,"ArdrIshaig, Argyll",PA30 8ET,,Fish,Seawater,Medium,190300,665300,19a - Fyne,Strathclyde,Bakkafrost Scotland,"Atlantic Salmon, Lumpsucker, Wrasse, N/A"
FS0763,01-Feb-92,Tarner Island,NG301392,Highland,No,N/A,,,,,Fish,Seawater,Medium,130100,839200,,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS1093,18-Apr-06,Teisti Geo,HU385294,Shetland,Yes,North House,Taing Burra Isle,Shetland,-,,Fish,Seawater,Medium,438500,1129400,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Wrasse, N/A, Atlantic Salmon"
FS0372,14-Feb-92,Templeton Hatchery,NT109974,Perth and Kinross,No,N/A,,,,,Fish,Freshwater,High,310900,697400,Not in a management area,Tayside,Dawnfresh Farming Ltd,"Rainbow Trout, N/A"
FS0538,28-Jul-88,Terregles,NX930773,Dumfries and Galloway,No,N/A,,,,,Fish,Freshwater,High,293000,577300,Not in a management area,Dumfries & Galloway,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon"
FS1005,06-Nov-00,Terregles 2,NX929773,Dumfries and Galloway,No,N/A,,,,,Fish,Freshwater,,292900,577300,Not in a management area,Dumfries & Galloway,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0268,01-Jan-78,Tervine,NN080264,Argyll and Bute,Yes,"Tervine, Kilchrenan",Argyll,Argyll,PA35 1HE,,Fish,Freshwater,Low,208000,726400,Not in a management area,Strathclyde,Dawnfresh Farming Ltd,"N/A, Rainbow Trout"
SS0909,26-Jun-17,The Boom,NG844911,Highland,Yes,Old Naval Base Mellon Charles,Aultbea,Highland,IV22 2JL,,Shellfish,Seawater,High,184400,891100,10c - Ewe,Highland,The Oyster Restoration Company Ltd,"N/A, Flat or native oyster, King scallop"
SS0618,23-Jan-01,The Firth (Tresta North),HU343514,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,434300,1151400,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0619,23-Jan-01,The Firth (Tresta South),HU342508,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,434200,1150800,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0724,13-Oct-04,"The Ham, Papa Little",HU335616,Shetland,Yes,Papa Little,Shetland,,-,,Shellfish,Seawater,High,433500,1161600,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,"Common mussel, N/A"
SS0820,03-Aug-10,The Lobster Ponds,NG804750,Highland,No,Port Na Haile - The Lobster Ponds,Pier Road,,IV21 2BQ,,Shellfish,Seawater,Low,180400,875000,Not in a management area,Highland,Gairloch Shellfish Ltd,"N/A, European lobster, King scallop"
SS0377,28-May-90,The Moll,NG546324,Highland,Yes,Old Mission House,Sconser,,IV48 8TD,,Shellfish,Seawater,Low,154600,832400,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Oakes Marine,"King scallop, N/A"
SS0769,24-Aug-06,The Rona Aith,HU333595,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,433300,1159500,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0056,25-Nov-85,The Strand,NR357897,Argyll and Bute,Yes,"Isle of Colonsay,",Argyll,,-,,Shellfish,Seawater,Low,135700,689700,Not in a management area,Strathclyde,Isle of Colonsay Oysters,"N/A, Pacific Oyster"
SS0632,05-Apr-01,Tobermory Bay,NM514543,Argyll and Bute,Yes,Hillcrest,Breadalbane Street,Tobermory Mull Argyll,PA75 6PX,,Shellfish,Seawater,Low,151400,754300,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Tobermory Mussel Farm,"Common mussel, N/A"
FS1313,15-Jan-18,Todd Fish Hatchery,NT159843,Fife,No,Unit 23 ,West Way ,Donibristle Industrial Estate,KY11 9AE,,Fish,Freshwater and Seawater,Medium,315900,684300,Not in a management area,Fife,Todd Fish Tech,"Lesser spotted dogfish, Snake pipefish, Shanny, Long-spined sea scorpion, Lumpsucker, Goldfish, N/A, Eelpout, Goby species, Wrasse, Rosy barbs , Short-spined sea scorpion, Greater pipefish, White cloud mountain minnow , Buterfish/rock gunnel, Whiting, Yarrell's blenny, Topknot, Japanese Medaka "
SS0897,15-Mar-16,Todd Shellfish Hatchery,NT159843,Fife,Yes,Unit 23 ,West Way ,Donibristle Industrial Estate,KY11 9AE,,Shellfish,Seawater,Low,315900,684300,Not in a management area,Fife,Todd Shellfish Tech,"Common prawn, Abalone (green ormer), Dublin Bay prawn, Brittle stars, Crab species, N/A, Common hermit crab, European spiny lobster (crawfish), Edible sea urchin, Jellyfish species, European lancelet, Sea anemone species, Green Sea Urchin, Squat lobster species, Pink Spiny lobster, European green crab, Common shrimp, King crab species, Starfish species, European lobster"
SS0845,08-Aug-12,Tolsta,NB200365,Western Isles,No,West Earshader,Bernera,,HS2 9LP,,Shellfish,Seawater,Medium,120000,936500,6a - Loch Roag,Western Isles,Loch Fyne Oysters Ltd,"Common mussel, N/A"
FS0560,01-Aug-75,Torhouse Mill,NX398554,Dumfries and Galloway,Yes,Torhouse Trout Farm,Wigtown,,DG8 9DJ,,Fish,Freshwater,Medium,239800,555400,Not in a management area,Dumfries & Galloway,Kames Fish Farming Ltd,"Rainbow Trout, N/A"
FS0234,01-Apr-82,Torridon,NG823559,Highland,Yes,Torridon Fish Farm,Shieldaig,,IV54 8XN,,Fish,Seawater,Medium,182300,855900,11a - Torridon,Highland,Mowi Scotland Ltd,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
FS1024,20-Sep-01,Toyness,HY354037,Orkney,Yes,Scottish Sea Farms,5 Ferry Terminal Building,The Pier,KW15 1HU,,Fish,Seawater,Medium,335400,1003700,8c - Scapa Flow,Orkney,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
SS0304,30-Jun-87,Traigh Bhan,NR824651,Argyll and Bute,Yes,Woodend,Argyll,Argyll,PA41 7AD,,Shellfish,Seawater,Low,182400,665100,Not in a management area,Strathclyde,Labbett Family Farms Ltd,"Pacific Oyster, N/A"
SS0723,13-Oct-04,Treawick,HU289592,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,428900,1159200,4a - South St Magnus Bay,Shetland,Suthra Voe Shellfish,"Common mussel, N/A"
FS0796,08-Dec-92,Trenay,NF893637,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,89300,863700,5c - E North Uist,Western Isles,Bakkafrost Scotland,"N/A, Wrasse, Lumpsucker, Atlantic Salmon"
FS1118,15-Aug-08,Trilleachan Mor,NB208073,Western Isles,Yes,The Old Ruin,Maaruig,,HS3 3AG,,Fish,Seawater,Medium,120800,907300,"5b - SE Lewis, E Harris",Western Isles,Mowi Scotland Ltd,"N/A, Atlantic Salmon, Lumpsucker, Wrasse"
FS0598,02-Apr-90,Trossachs Trout  Ltd,NN607073,Stirling,Yes,Invertrossachs Road,,,FK17 8HG,,Fish,Freshwater,Medium,260700,707300,Not in a management area,Central,Invicta Trout Ltd,"Common carp (inc. koi & mirror), Brown Trout and sea trout, Tiger trout, N/A, Rainbow Trout"
SS0451,15-Oct-97,Troustan,NS071773,Argyll and Bute,Yes,The Point Ardtaraig Estate,Loch Striven,Argyll,PA23 8RG,,Shellfish,Seawater,Low,207100,677300,19b - Kyles of Bute,Strathclyde,Loch Striven Mussel Farms Ltd,"Common mussel, N/A"
FS0617,23-May-90,Tuath,NM419414,Argyll and Bute,Yes,N/A,,,,,Fish,Seawater,Medium,141900,741400,"16a - Tuath, na Keal",Strathclyde,Bakkafrost Scotland,"Atlantic Salmon, Wrasse, Lumpsucker, N/A"
SS0962,19-May-22,Tur Ness,HU287762,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,428700,1176200,4c - N St Magnus Bay,Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
FS0451,01-Aug-95,Turness,HU611993,Shetland,Yes,Uyeasound,Unst,,ZE2 9DL,,Fish,Seawater,Medium,461100,1199300,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"Lumpsucker, N/A, Atlantic Salmon"
SS0147,16-Dec-85,Udale Bay (Cromarty Bay),NH750673,Highland,Yes,"Udale Bay,","Cromarty Firth,",Ross-shire,-,,Shellfish,Seawater,High,275000,867300,Not in a management area,Highland,Cromarty Mussels,"Common mussel, Flat or native oyster, N/A"
FS0881,26-Aug-96,Uig,NG384624,Highland,Yes,Shore Base,Uig,Skye,IV51 9XX,,Fish,Seawater,Low,138400,862400,12a - Snizort,Highland,Loch Duart Ltd,"Lumpsucker, Wrasse, N/A, Atlantic Salmon"
FS1255,06-Oct-11,Uiskevagh,NF859510,Western Isles,Yes,Kallin Shorebase,Grimsay,North Uist,HS6 5HY,,Fish,Seawater,Medium,85900,851000,"7a - Ronay, Benbecula, N South Uist",Western Isles,Bakkafrost Scotland,"Atlantic Salmon, N/A, Wrasse, Lumpsucker"
FS1090,29-Nov-05,University of Edinburgh Fish Facility,NT289704,City of Edinburgh,No,The Queens Medical Research Institute,47 Little France Crescent,,EH16 4TJ,,Fish,Freshwater,Low,328900,670400,Not in a management area,Lothian,Edinburgh University,"N/A, Zebrafish"
FS1134,07-Jan-10,Upper Avon Angling Club Hatchery,NS662387,South Lanarkshire,No,2 George Allan Place,,,ML10 6EH,,Fish,Freshwater,Low,266200,638700,Not in a management area,Strathclyde,Upper Avon Angling Association,"N/A, Brown Trout and sea trout"
SS0345,29-Jan-90,Upper Loch Leven,NN147616,Highland,Yes,Loch Leven,Lochaber,Argyll,-,,Shellfish,Seawater,Low,214700,761600,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Glencoe Shellfish,"Common mussel, N/A"
FS0194,14-Dec-84,Upper Loch Tormasad,NF827652,Western Isles,No,Langass Hatchery,Lochmaddy,"Isle of North Uist, Western Isles",HS6 5HA,,Fish,Freshwater,Low,82700,865200,Not in a management area,Western Isles,Bakkafrost Scotland,"Atlantic Salmon, Brown Trout and sea trout, N/A"
FS0382,01-Mar-89,Uyea Isle,HP594003,Shetland,Yes,Uyeasound,Unst,,ZE2 9DL,,Fish,Seawater,Medium,459400,1200300,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Lumpsucker, Atlantic Salmon"
SS0715,26-Jul-04,"Uyeasound, Vementry",HU307602,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Medium,430700,1160200,4a - South St Magnus Bay,Shetland,Vementry Aquaculture,"N/A, Common mussel"
FS1091,30-Nov-05,Vacasay,NB193361,Western Isles,Yes,Breasclete Pier,Breasclete,,HS2 9ED,,Fish,Seawater,Medium,119300,936100,6a - Loch Roag,Western Isles,Bakkafrost Scotland,"Lumpsucker, Wrasse, N/A, Atlantic Salmon"
FS0480,25-May-93,Vaccasay,NF983745,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,98300,874500,,Western Isles,Mowi Scotland Ltd,"N/A, Wrasse, Atlantic Salmon, Lumpsucker"
FS1057,17-Mar-03,Vee Taing,HU595989,Shetland,Yes,Uyeasound,Unst,,ZE2 9DL,,Fish,Seawater,Low,459500,1198900,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, Lumpsucker, N/A"
FS1210,03-Nov-10,Vestness,HY480493,Orkney,Yes,Unit 3 Quarry Road,Pierowall Westray,,KW17 2DH,,Fish,Seawater,Medium,348000,1049300,8a - Westray,Orkney,Cooke Aquaculture Scotland Ltd,"Atlantic Salmon, N/A, Lumpsucker"
FS0732,26-Nov-87,Vidlin Ness,HU481662,Shetland,No,N/A,,,,,Fish,Seawater,Medium,448100,1166200,,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0608,05-Jul-95,Vidlin North,HU485676,Shetland,Yes,c/o Blackness Pier,Scalloway,,ZE1 0TQ,,Fish,Seawater,Medium,448500,1167600,"2a - Vidlin Voe, Dury Voe, W Whalsay",Shetland,Scottish Sea Farms Ltd,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
FS0109,26-Nov-87,Vidlin Voe - Site 1,HU483658,Shetland,No,N/A,,,,,Fish,Seawater,,448300,1165800,,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0029,18-Oct-85,Vikings (Loch Shell),NB316108,Western Isles,No,N/A,,,,,Fish,Seawater,,131600,910800,,Western Isles,Mowi Scotland Ltd,"N/A, Atlantic Salmon"
FS1103,07-Mar-07,Vuia Mor,NB126343,Western Isles,Yes,Miavaig Pier,Uig,,HS2 9HW,,Fish,Seawater,Medium,112600,934300,6a - Loch Roag,Western Isles,Bakkafrost Scotland,"Atlantic Salmon, Wrasse, Lumpsucker, N/A"
FS0411,01-Jan-89,Vuiabeag,NB121331,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,112100,933100,6a - Loch Roag,Western Isles,Bakkafrost Scotland,"Atlantic Salmon, Wrasse, N/A, Lumpsucker"
SS0627,28-Feb-01,Vuja Beag,NB126335,Western Isles,No,N/A,,,,,Shellfish,Seawater,Medium,112600,933500,,Western Isles,Loch Fyne Oysters Ltd,"Common mussel, N/A"
FS0140,25-Nov-85,Wadbister Voe,HU435499,Shetland,No,N/A,,,,,Fish,Seawater,Medium,443500,1149900,,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
SS0579,20-Jul-99,Wadbister Voe,HU439505,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Medium,443900,1150500,2b - SE Shetland mainland,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
FS0875,25-Jun-96,Walters (East Lismore),NM847400,Argyll and Bute,Yes,South Shian,Connel,"Oban, Argyll",PA37 1SB,,Fish,Seawater,Medium,184700,740000,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Strathclyde,Scottish Sea Farms Ltd,"Wrasse, Atlantic Salmon, Lumpsucker, N/A"
FS0208,14-Sep-93,Waternish,NG254555,Highland,No,N/A,,,,,Fish,Seawater,,125400,855500,,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
SS0084,01-Dec-85,Weaver's Bay,NC211486,Highland,Yes,Loch Laxford,Sutherland,,-,,Shellfish,Seawater,Medium,221100,948600,9b - Laxford,Highland,Loch Laxford Shellfish Ltd.,"Common mussel, N/A"
FS0199,01-Jan-85,West Kyles of Bute,NR999747,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,199900,674700,,Strathclyde,Bakkafrost Scotland,"Atlantic Salmon, N/A"
FS1036,07-Mar-02,"West Linga, Whalsay",HU528654,Shetland,No,N/A,,,,,Fish,Seawater,,452800,1165400,,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A"
FS0917,21-Aug-98,West Loch Bracadale,NG256413,Highland,No,N/A,,,,,Fish,Seawater,Medium,125600,841300,,Highland,Mowi Scotland Ltd,"Atlantic Salmon, N/A"
FS0416,01-Jan-89,West Loch Tarbert,NB115007,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,111500,900700,,Western Isles,Mowi Scotland Ltd,"Lumpsucker, Atlantic Salmon, N/A, Wrasse"
FS0391,25-Aug-93,West Quarff,HU403352,Shetland,No,N/A,,,,,Fish,Seawater,High,440300,1135200,,Shetland,Scottish Sea Farms Ltd,"N/A, Atlantic Salmon"
SS0945,03-Feb-21,West Skeo Taing,HP638086,Shetland,Yes,Maundeville,"Uyeasound, Unst",,ZE2 9DL,,Shellfish,Seawater,Low,463800,1208600,1a - E Unst,Shetland,Unst Shellfish,"Common mussel, N/A"
FS1342,12-Mar-20,West Strome,NG873360,Highland,Yes,Mid Strome,Lochcarron,Ross-shire,IV54 8YH,,Fish,Seawater,Medium,187300,836000,"14a - Carron, Kishorn, Alsh, Duich",Highland,Bakkafrost Scotland,"Atlantic Salmon, N/A, Lumpsucker, Wrasse"
SS0800,21-Jul-08,West Taing,HU440709,Shetland,Yes,Dales Voe,Delting,Shetland,-,,Shellfish,Seawater,Low,444000,1170900,2c - NE Shetland mainland,Shetland,Hunter Salmon (Shellfish),"Common mussel, N/A"
FS0937,01-Jan-99,West of Burwick,HU381406,Shetland,Yes,Gremista,Lerwick,,ZE1 0PX,,Fish,Seawater,Medium,438100,1140600,3a - SW Shetland mainland,Shetland,Scottish Sea Farms Ltd,"Atlantic Salmon, N/A, Lumpsucker"
SS0914,05-Oct-17,West of Grobsness,HU366634,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,436600,1163400,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0907,04-May-17,West of Hevdagarth,HU518915,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Low,451800,1191500,"1b - S Unst, E Yell, Fetlar",Shetland,Seafield Mussels Ltd,"Common mussel, N/A"
SS0863,11-Jun-13,West of Langa,HU371394,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Low,437100,1139400,3a - SW Shetland mainland,Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
SS0889,24-Nov-14,West of Little Holm,HU443532,Shetland,Yes,c/o Blueshell Mussels Ltd,"Sparl, Brae",,ZE2 9QJ,,Shellfish,Seawater,Low,444300,1153200,2b - SE Shetland mainland,Shetland,Blueshell Mussels Ltd,"N/A, Common mussel"
FS0913,20-Mar-98,Wester Fearn,NH627877,Highland,Yes,Wester Fearn,,Ross-shire,IV24 3DL,,Fish,Freshwater,Low,262700,887700,Not in a management area,Highland,Highland Salmon Company Ltd,"Brown Trout and sea trout, Arctic Charr, Rainbow Trout, Atlantic Salmon, N/A"
SS0865,22-Aug-13,Wester Quarff,HU400355,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,Medium,440000,1135500,3a - SW Shetland mainland,Shetland,Shetland Mussels Ltd,"N/A, Common mussel"
FS1305,02-Mar-16,Westerbister,HY453025,Orkney,Yes,Scottish Sea Farms,5 Ferry Terminal Building,The Pier,KW15 1HU,,Fish,Seawater,Medium,345300,1002500,8c - Scapa Flow,Orkney,Scottish Sea Farms Ltd,"Atlantic Salmon, Wrasse, N/A, Lumpsucker"
FS0606,26-Nov-90,Westmill Fish Farm,NO204447,Perth and Kinross,Yes,Blairgowrie,Perthshire,,PH10 7HG,,Fish,Freshwater,Medium,320400,744700,Not in a management area,Tayside,Cloan Hatcheries Ltd,"Brown Trout and sea trout, Tiger trout, N/A, Rainbow Trout"
SS0784,08-Jun-07,Wetherstaness,HU358647,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,435800,1164700,4a - South St Magnus Bay,Shetland,Blueshell Mussels Ltd,"Common mussel, N/A"
SS0751,16-Sep-05,Whale Back Skerry,HU382388,Shetland,Yes,Sained,"Eastvoe, Scalloway",,ZE1 0US,,Shellfish,Seawater,Low,438200,1138800,3a - SW Shetland mainland,Shetland,Eastvoe Shellfish,"N/A, Common mussel"
SS0636,10-Apr-01,Whalefirth,HU483926,Shetland,Yes,Whalefirth,Yell,Shetland,-,,Shellfish,Seawater,Medium,448300,1192600,Not in a management area,Shetland,C&A Thomason Ltd,"Common mussel, N/A"
SS0805,16-Jan-09,Whalsies Ayre,HU384349,Shetland,Yes,Sained,"Eastvoe, Scalloway",,ZE1 0US,,Shellfish,Seawater,Medium,438400,1134900,3a - SW Shetland mainland,Shetland,Eastvoe Shellfish,"Common mussel, N/A"
SS0839,23-Nov-11,Whitesness,HU243473,Shetland,Yes,Vadlure,Walls,,ZE2 9PF,,Shellfish,Seawater,High,424300,1147300,"3b - Gruting, Vaila, Walls",Shetland,Shetland Mussels Ltd,"Common mussel, N/A"
FS0472,01-Jan-88,Wick of Belmont,HP564003,Shetland,Yes,Uyeasound,Unst,,ZE2 9DL,,Fish,Seawater,Low,456400,1200300,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"Lumpsucker, N/A, Atlantic Salmon"
FS0961,17-Jun-99,Wick of Belmont (South),HU570996,Shetland,No,N/A,,,,,Fish,Seawater,,457000,1199600,,Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Atlantic Salmon"
FS1060,11-Apr-03,Wick of Garth,HP548005,Shetland,No,Uyeasound,Unst,,ZE2 9DL,,Fish,Seawater,Low,454800,1200500,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Atlantic Salmon"
FS0407,01-Jan-89,Wick of Vatsetter,HU534902,Shetland,Yes,Yell Shorebase,Mid Yell,,ZE2 9BN,,Fish,Seawater,Low,453400,1190200,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"Lumpsucker, Atlantic Salmon, N/A"
FS1258,19-Oct-11,Willowbrae Hatchery,NJ960456,Aberdeenshire,No,Willowbrae Hatchery,Willowbrae,Stuartfield,AB42 5DS,,Fish,Freshwater,N/A,396000,845600,Not in a management area,Grampian,Ugie Angling Association Hatchery,"Brown Trout and sea trout, N/A, Atlantic Salmon"
FS0871,23-May-96,Winna Ness,HU599982,Shetland,Yes,Uyeasound,Unst,,ZE2 9DL,,Fish,Seawater,Medium,459900,1198200,"1b - S Unst, E Yell, Fetlar",Shetland,Cooke Aquaculture Scotland Ltd,"N/A, Lumpsucker, Atlantic Salmon"
FS1307,21-Dec-16,Wrasse Broodstock Unit,NR629208,Argyll and Bute,Yes,Lossit Point,Machrihanish,Argyll,PA28 6PZ,,Fish,Seawater,Low,162900,620800,18c - Machrihanish,Strathclyde,Mowi Scotland Ltd,"Wrasse, N/A"
SS0679,03-Feb-03,Wrawick,HU327670,Shetland,Yes,Vementry,"Aith, Bixter",,ZE2 9ND,,Shellfish,Seawater,Low,432700,1167000,4c - N St Magnus Bay,Shetland,Vementry Aquaculture,"Common mussel, N/A"
FS1294,12-Jan-15,Wyre,HY456253,Orkney,Yes,Scottish Sea Farms,5 Ferry Terminal Building,The Pier,KW15 1HU,,Fish,Seawater,Medium,345600,1025300,8b - Central Orkney,Orkney,Scottish Sea Farms Ltd,"Wrasse, N/A, Atlantic Salmon, Lumpsucker"
FS0188,02-Dec-85,Yarrowford,NT371281,Scottish Borders,Yes,Yarrow,,,TD7 5JZ,,Fish,Freshwater,Medium,337100,628100,Not in a management area,Borders,The Yarrow Fishery,"N/A, Brown Trout and sea trout, Rainbow Trout"
